Grupo Planificación,ID Equipo,Prioridad,Clase Orden,Plan Orden,Orden,Descripción de la Orden,Puesto Trabajo Responsable,Estado Sistema Orden,Estado Usuario Orden,Autor Orden,Fecha Orden,Fecha Inicion Extremo,Inicio Programado,Inicio Real,Modificado por,Fecha Modificación,Código Estado Sistema,Código Estado Usuario,Estado Sistema,Estado Orden
PAL,PD101,2,ZM01,,7151531,MC_Camb de pernos de anclaje compresor,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,18-feb-24,15-abr-24,15-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM01,,7151533,TOMA DE PRESIONES POST CAMBIO COMPONENTE,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,WDIANDERAS,18-feb-24,23-feb-24,23-feb-24,,JFAILOC,21-feb-24,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM01,,7151535,MC_Camb. aceite propel lado cabina,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,UGPMCARGUI01,18-feb-24,15-abr-24,15-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD101,2,ZM01,,7151686,KIT DE HERMETIZADO PARA CABINA,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,21-feb-24,15-abr-24,15-abr-24,,FNINA,16-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7151687,KIT DE HERMETIZADO PARA CABINA,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,21-feb-24,15-abr-24,15-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM01,,7151690,KIT DE SISTEMA DE A/C Y CALEFACCION,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,UGPMCARGUI01,21-feb-24,15-abr-24,15-abr-24,,FNINA,16-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7151691,KIT DE SISTEMA DE A/C Y CALEFACCION,MECPAL01,LIB. MACO NLIQ PREC,CANC SPCD,UGPMCARGUI01,21-feb-24,28-feb-24,28-feb-24,,JTERRONES,22-feb-24,LIB.,CANC,ABIE,CANC
PAL,PD103,2,ZM01,,7151698,CAMBIO DE BOMBA DE AGUA,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,UGPMCARGUI01,21-feb-24,15-abr-24,15-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD402,2,ZM01,,7151743,cambio de luminaria led,MINELC01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,UGPMALTENS01,22-feb-24,25-may-24,25-may-24,,FNINA,18-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7151744,cambio contactor box 1,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,UGPMALTENS01,22-feb-24,15-abr-24,15-abr-24,,FNINA,16-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM01,,7151760,CBO. bba grasa e inyectores,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO SPCD,JGOMEZ,23-feb-24,20-abr-24,20-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM01,,7151765,CBO. inyectores d llave d quiebre,MECPAL01,LIB. IMPR DMNV EDET FMAT MOVM NLIQ PREC,PROG SPCD,JGOMEZ,23-feb-24,17-abr-24,17-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD301,1,ZM01,,7151878,Cambio Harnes indica Can sist Murphy,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,UGPMALTENS01,25-feb-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,1,ZM01,,7151880,Cambio Swicht Cont Bomba de Agua,MINELC01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMALTENS01,25-feb-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM01,,7152012,CBO. inyectores SL11 del eje principal,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,27-feb-24,08-jul-24,08-jul-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM01,,7152041,CBO. cadena guía d cable reel,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,JGOMEZ,28-feb-24,24-abr-24,24-abr-24,,UGPMMAININ08,06-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM01,,7152126,CAMBIO BOMBA DE GRASA,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,02-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM01,,7152127,CAMBIO INYECTORES DE GRASA,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,02-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7152129,Cambio switch presion sistem engrase,MINELC01,LIB. IMPR DMNV MOVM NLIQ PREC,PROG SPCD,UGPMCARGUI01,02-mar-24,29-mar-24,29-mar-24,,UGPMALTENS01,03-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD402,1,ZM01,,7152457,Cambio luz Emerg.Cabina Oper,MINELC01,LIB. IMPR DMNV EDET FMAT NLIQ PREC,PROG SPCD,UGPMALTENS01,07-mar-24,15-abr-24,15-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD102,1,ZM01,,7152463,Cambio Swicht de Arranque,MINELC01,LIB. IMPR DMNV NLIQ PREC,PROG SPCD,UGPMALTENS01,07-mar-24,17-abr-24,17-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM01,,7152506,CBO. gomas amortiguación soprte pwr pack,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,08-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM01,,7152510,CBO. gomas amortiguación soprte pwr pack,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,08-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM01,,7152513,CBO. gomas amortiguación soprte pwr pack,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,08-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7152615,MBC_Alineamiento x cambio de PTO,INGCONFM,LIB. IMPR DMNV MOVM NLIQ PREC,PROG SPCD,JMILLA,10-mar-24,17-mar-24,17-mar-24,,UGPMCONFSU02,13-mar-24,LIB.,PROG,ABIE,PROG
PAL,PD101,2,ZM01,,7152625,Evluación presión grasa fin d línea ejes,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,JPAREDES,10-mar-24,19-abr-24,19-abr-24,,UGPMMAININ05,02-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM01,,7152630,Cbio switch filtro aire compresor,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JMACEDOL,10-mar-24,02-abr-24,02-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7152632,CBO. Baquelitas guiador d carro intermed,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JPAREDES,10-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM01,,7152695,CBO. Baquelitas guiador d carro intermed,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,11-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7152779,CBO. Packing swivel x desgaste,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,12-mar-24,15-abr-24,15-abr-24,,JGOMEZ,10-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7152783,CBO. gasket tapa inspección cj. rotación,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PROG SPCD,JGOMEZ,12-mar-24,05-may-24,05-may-24,,UGPMMAININ08,07-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD301,2,ZM01,,7152797,CBO. de sellos de las puertas de cabina,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,12-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7152802,REPOSICIÓN DE PIN DE COPA DE BARRA,MECPAL01,LIB. IMPR DMNV EDET FMAT NLIQ PREC,PROG SPCD,JGOMEZ,12-mar-24,15-abr-24,15-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD301,2,ZM01,,7152807,CBO. vlvla purga automática ^silenciador,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,12-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7152813,CBO. cables/poleas d pulldown x hebras,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,12-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7152814,CBO. manómetro de compresor mal estado,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,12-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7152824,CBO. rod seal x desgaste,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,13-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM01,,7152866,Barrenad alojamients cilndro rod charger,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,13-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7152868,CBO. breather assembly x resumen aceite,MECPAL01,LIB. IMPR DMNV EDET FMAT NLIQ PREC,PROG SPCD,JGOMEZ,13-mar-24,15-abr-24,15-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD402,2,ZM01,,7152870,CBO. tanque d agua limpiaparabrisas,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,JGOMEZ,13-mar-24,24-abr-24,24-abr-24,,UGPMCONFSU02,04-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,3,ZM01,,7152888,CAMBIO HARNESS DE ECM DEL MOTOR DIESEL,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,14-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,1,ZM01,,7152889,CAMBIO DE CABLE WINCH Y ACCESORIOS,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,1,ZM01,,7152890,CAMBIO DE VARILLA NIVEL ACEITE PTO,MECPAL01,LIB. IMPR DMNV NLIQ PREC,RPRG SPCD,UGPMCARGUI01,14-mar-24,18-abr-24,18-abr-24,,UGPMMAININ08,09-abr-24,LIB.,RPRG,ABIE,RPRG
PAL,PD302,2,ZM01,,7152891,CAMBIO DE PISO DE CABINA DE OPERADOR,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,1,ZM01,,7152892,CAMBIO DE CABLE WINCHE,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,30-ago-24,30-ago-24,,UGPMCONFSU02,04-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM01,,7152893,CAMBIO DE GOMAS Y HERMETIZACION CAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,15-abr-24,15-abr-24,,FNINA,30-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM01,,7152895,CAMBIO DE PINES DE LLAVE DE QUIEBRE,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,15-abr-24,15-abr-24,,FNINA,19-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,1,ZM01,,7152897,CAMBIO DE CABLE WINCH,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,30-ago-24,30-ago-24,,UGPMCONFSU02,04-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7152903,CAMBIO DE GOMAS Y HERMETIZACION,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM01,,7152905,CAMBIO PESTILLOS PUERTA CABINA OPERADOR,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,24-abr-24,24-abr-24,,UGPMCONFSU02,04-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,1,ZM01,,7152906,CAMBIO DE BLOQUE DE VALVULAS ESTABILIZAD,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,10-abr-24,10-abr-24,,FNINA,18-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,1,ZM01,,7152907,CAMBIO CILINDROS DE TRABA TORRE,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,UGPMCARGUI01,14-mar-24,15-abr-24,15-abr-24,,FNINA,16-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM01,,7153010,CAMBIO DE CABLE DEL SWITCH DE PROXIMIDAD,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,16-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM01,,7153011,CAMBIO DEL SENSOR DE PRESIÓN HIDRÁULICO,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,16-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7153012,CAMBIO DE BOX Y TERMINALES DE BORNERAS,MINELC01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,JTAYPE,16-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,1,ZM01,,7153098,CB TAPA CILINDRO LNC / LADO PERF,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,17-mar-24,15-abr-24,15-abr-24,,FNINA,30-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM01,,7153162,CAMBIO DE ACEITE DE UNIDAD DE ROTACION,MECPAL01,LIB. IMPR DMNV MOVM NLIQ PREC,RPRG SPCD,WDIANDERAS,18-mar-24,19-abr-24,19-abr-24,,UGPMMAININ05,02-abr-24,LIB.,RPRG,ABIE,RPRG
PAL,PD402,2,ZM01,,7153165,REP X SOLDADURA ESTRUCTURA TORRE PERFORA,MINSOL01,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,WDIANDERAS,18-mar-24,15-abr-24,15-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD301,1,ZM01,,7153177,SWITCH DESCONEXION BATERIA,MINELC01,LIB. IMPR DMNV MOVM NLIQ PREC,RPRG SPCD,JTAYPE,18-mar-24,18-abr-24,18-abr-24,,UGPMMAININ08,09-abr-24,LIB.,RPRG,ABIE,RPRG
PAL,PD101,2,ZM01,,7153257,CAMBIAR PIN MASTER/ESLABONES D CADENA CS,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,EJEC SPCD,WDIANDERAS,19-mar-24,19-mar-24,19-mar-24,,FNINA,13-abr-24,LIB.,EJEC,ABIE,EJEC
PAL,PD401,1,ZM01,,7153289,CB espaciadores LH y RH EJEE PRINCIPAL,MECPAL01,LIB. DMNV EDET FENA FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,20-mar-24,15-abr-24,20-mar-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153549,CBO. inyectores SL11 de eje principal,MECPAL01,LIB. IMPR DMNV FMAT NLIQ PREC,PROG SPCD,JGOMEZ,24-mar-24,17-abr-24,17-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD402,1,ZM01,,7153667,Hermetización Cab c/espuma poliuretano,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,26-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153692,Instalación de persianas en cabina,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,26-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153749,CBO. vntna y pestillo/puerta ventilador,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,27-mar-24,15-abr-24,15-abr-24,,FNINA,28-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7153925,CAMBIO DE CAJAS DE PASO ELECTRICO,MINELC01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153955,Switch de proximidad del pin de angulo d,MINELC01,LIB. DMNV MOVM NLIQ PREC,EJEC SPCD,JTAYPE,31-mar-24,07-abr-24,07-abr-24,,FNINA,13-abr-24,LIB.,EJEC,ABIE,EJEC
PAL,PD102,2,ZM01,,7153957,CAMBIO DE BORNERAS EN EL GABINETE DE LA,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,07-abr-24,13-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153958,CAMBIO DEL BOX 1.,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,07-abr-24,13-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153959,CAMBIO DE CABLES DE COMPRESOR,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,07-abr-24,13-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153960,CAMBIO DE FUENTE DE PODER 12 VOLTIOS PAR,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,07-abr-24,07-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7153961,CAMBIO DE INHIBIDORES DE CORROSIÓN EN TA,MINELC01,LIB. DMNV NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,07-abr-24,13-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM01,,7153975,-CAJA DE PASO DE FEMA,MINELC01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,JTAYPE,31-mar-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM01,,7153993,CAMBIO DE ACEITE DE MANDO DE BOMBAS,MECPAL01,LIB. DMNV KKMP NLIQ PREC,DPRO SPCD,WDIANDERAS,31-mar-24,18-abr-24,18-abr-24,,UGPMMAININ08,05-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,2,ZM01,,7154006,CAMBIO FAJA ALTERNADOR,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,01-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,2,ZM01,,7154007,CAMBIO FAJA DE COMPRESOR A/C,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,01-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,2,ZM01,,7154008,CB MOTOR HYD PRESURIZADOR SALA MAQ,MECPAL01,LIB. MACO NLIQ PREC,DPRO SPCD,UGPMCARGUI01,01-abr-24,08-abr-24,08-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,1,ZM01,,7154079,CAMBIO COUPLING MOTOR COMPRESOR,MECPAL01,LIB. FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,02-abr-24,02-abr-24,02-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,1,ZM01,,7154084,CAMBIO DE PIN DE ESLABON DE CADENA,MECPAL01,LIB. DMNV EDET FMAT MOVM NLIQ PREC,WMAT SPCD,WDIANDERAS,02-abr-24,12-may-24,12-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM01,,7154087,REP X SOLDADURA ESTRUCTURA TORRE PERFORA,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,RPRG SPCD,WDIANDERAS,02-abr-24,04-abr-24,04-abr-24,,JGOMEZ,10-abr-24,LIB.,RPRG,ABIE,RPRG
PAL,PD103,1,ZM01,,7154109,CBO VALVULA RELIEF BOMBA DE AGUA,MECPAL01,LIB. MACO NLIQ PREC,DPRO SPCD,UGPMCARGUI01,02-abr-24,02-abr-24,02-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,1,ZM01,,7154113,CAMBIO DE INYECTORES EN MAL ESTADO,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,02-abr-24,24-jul-24,24-jul-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,1,ZM01,,7154144,CBO CILIINDRO HYD LLAVE U - LNC,MECPAL01,LIB. MACO NLIQ PREC,DPRO SPCD,UGPMCARGUI01,03-abr-24,03-abr-24,03-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,1,ZM01,,7154145,CBO TAPA DE RADIADOR,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,03-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,1,ZM01,,7154187,CBO MANOMETRO COMPRESOR,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,UGPMCARGUI01,03-abr-24,20-abr-24,20-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD301,1,ZM01,,7154188,CBO ESTROBO DE ESCALERA LNC,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,UGPMCARGUI01,03-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,,ZM01,,7154256,MBC_Muestra aceite mandos finales lc lnc,MECPAL01,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,JMILLA,05-abr-24,13-abr-24,13-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
PAL,PD101,2,ZM01,,7154265,Cbio switch portabarras 30mm,MINELC01,LIB. MACO NLIQ PREC,WMAT SPCD,JMACEDOL,05-abr-24,12-abr-24,12-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7154266,Cbio sensor nivel combustible,MINELC01,LIB. DMNV NLIQ PREC,DPRO SPCD,JMACEDOL,05-abr-24,20-abr-24,20-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD302,2,ZM01,,7154274,CBO. d cortinas d polvo x mal estado,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,05-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD302,2,ZM01,,7154275,CBO. pines d platos estabilizadores,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,05-abr-24,05-may-24,05-may-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM01,,7154277,CBO. cable d winche x hebras rotas,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,JGOMEZ,05-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,1,ZM01,,7154415,CBO. prns tuercs d sujeción comp-mot-PTO,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,JGOMEZ,07-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM01,,7154473,MBC_Cambio aceite Mando Final LC LNC,MECPAL01,LIB. KKMP NLIQ PREC,DPRO SPCD,JMILLA,08-abr-24,08-abr-24,13-abr-24,,FNINA,13-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM01,,7154478,CBO. parabrisas inferior puerta rear LC,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,JGOMEZ,08-abr-24,30-abr-24,30-abr-24,,FNINA,13-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM01,,7154480,CBO. Seal Wiper x desgaste,MECPAL01,LIB. MACO MOVM NLIQ PREC,EJEC PPAL SPCD,JGOMEZ,08-abr-24,15-abr-24,15-abr-24,,JGOMEZ,08-abr-24,LIB.,EJEC,ABIE,EJEC
PAL,PD102,2,ZM01,,7154506,MBC_Alinear mando de bombas,INGCONFM,LIB. IMPR DMNV KKMP NLIQ PREC,PROG SPCD,JMILLA,08-abr-24,17-abr-24,17-abr-24,,UGPMCONFSU02,10-abr-24,LIB.,PROG,ABIE,PROG
